id filter_num1 kernel_size1 filter_num2 kernel_size2 hidden_layer1 hidden_layer2 learning_rate batch_size train_accuracy validation_accuracy time/s
4 16 5 32 3 200 20 0.001 32 97.26111602783203 86.83699035644531 1143.2976984977722
40 16 3 32 5 120 60 0.01 128 20.8380184173584 20.29637336730957 984.138384103775
400 12 3 48 3 160 60 0.002 32 93.60755920410156 84.1185531616211 1319.8970937728882
401 16 5 80 5 200 20 0.001 32 95.35002899169922 85.98876190185547 3348.1289460659027
402 4 5 80 5 200 40 0.0005 128 94.31783294677734 86.57128143310547 1593.7037103176117
403 8 3 80 3 120 40 0.005 64 74.22074890136719 73.22432708740234 1352.411596775055
404 12 3 48 5 160 20 0.0002 512 72.6213607788086 71.54828643798828 1752.9887931346893
405 4 5 48 5 200 20 0.0001 16 88.1093521118164 84.21052551269531 1941.6486194133759
406 16 5 64 5 160 40 0.005 256 20.8380184173584 20.29637336730957 1470.2240045070648
407 16 5 80 5 120 60 0.01 32 20.8380184173584 20.29637336730957 2418.850254535675
408 16 3 64 5 160 60 0.002 32 84.46601867675781 81.31834411621094 3041.8599491119385
409 8 3 64 3 120 60 0.001 256 92.83086395263672 86.642822265625 801.7239589691162
41 8 3 32 3 160 20 0.0002 256 74.50689697265625 73.796630859375 778.8229382038116
410 12 3 64 5 160 20 0.0005 32 97.8027572631836 87.55237579345703 2198.521600961685
411 12 3 80 3 200 40 0.005 512 92.76954650878906 84.79305267333984 1463.5289130210876
412 4 5 80 5 120 40 0.0005 32 97.68012237548828 86.30557250976562 1453.433944940567
413 4 3 64 3 120 40 0.0005 64 93.38783264160156 86.72457885742188 1073.0904653072357
414 12 3 48 5 160 20 0.005 256 84.81348419189453 81.69647216796875 1528.7484066486359
415 16 3 64 3 200 60 0.0002 512 79.8160400390625 78.45681762695312 1576.058960199356
416 16 5 32 5 160 40 0.0005 128 92.04905700683594 86.36688232421875 1694.4495224952698
417 4 3 48 5 160 40 0.005 128 93.63822174072266 84.78282928466797 1078.0008409023285
418 16 5 32 3 120 20 0.0002 32 90.68472290039062 85.78436279296875 1211.598031759262
419 16 3 64 5 200 60 0.0005 512 86.85232543945312 84.5682144165039 2306.1313343048096
42 16 3 64 3 160 40 0.002 128 99.29483795166016 87.45018005371094 1415.6439073085785
420 4 3 48 3 120 40 0.005 16 26.944303512573242 26.601940155029297 932.9284806251526
421 12 3 80 5 200 20 0.0002 32 92.75932312011719 86.6121597290039 2504.6097440719604
422 16 3 32 3 200 20 0.001 16 97.97138214111328 86.40776824951172 2187.003443479538
423 4 3 48 5 160 60 0.0005 128 88.55390930175781 85.0076675415039 997.1335873603821
424 8 3 80 3 200 20 0.0005 32 98.01737213134766 87.58303833007812 1270.180626153946
425 8 5 80 3 120 60 0.0001 64 85.62596130371094 83.01481628417969 1373.9080469608307
426 8 5 32 5 200 60 0.0001 128 80.15840911865234 79.01890563964844 1089.3325142860413
427 8 3 80 3 120 40 0.0002 128 85.3653564453125 83.24987030029297 1245.3882503509521
428 12 3 48 5 200 60 0.01 32 20.8380184173584 20.29637336730957 2039.4706284999847
429 16 5 48 3 200 20 0.0005 256 89.80582427978516 85.31425476074219 1454.5024104118347
43 4 3 48 3 160 40 0.0002 512 71.05262756347656 70.78180694580078 848.8866305351257
430 16 5 32 3 200 40 0.0001 64 84.52223205566406 82.7082290649414 1257.231768131256
431 12 3 32 5 160 40 0.002 64 95.4675521850586 86.3873291015625 1530.7593824863434
432 16 3 64 5 120 60 0.001 128 97.81808471679688 87.26622772216797 2138.5387060642242
433 12 3 32 5 200 20 0.005 64 20.8380184173584 20.29637336730957 2481.7810339927673
434 8 3 48 3 160 60 0.01 512 20.8380184173584 20.29637336730957 954.9879190921783
435 4 5 64 3 160 40 0.0005 16 98.0224838256836 86.31578826904297 1253.107877254486
436 12 5 32 3 200 60 0.001 32 97.55748748779297 86.55084228515625 1254.1109750270844
437 8 3 80 5 200 20 0.001 256 94.598876953125 87.1231460571289 1589.311680316925
438 8 3 80 3 160 60 0.01 256 62.968833923339844 62.51405334472656 783.722512960434
439 12 5 80 5 120 60 0.01 256 20.8380184173584 20.29637336730957 4379.711741924286
44 16 5 80 5 200 60 0.0005 64 98.3137435913086 87.61369323730469 2527.40473651886
440 12 5 48 5 120 60 0.0001 256 75.03321075439453 74.1951904296875 1431.448656320572
441 4 3 32 5 200 20 0.001 512 83.92948150634766 81.2774658203125 868.6134004592896
442 8 5 32 3 200 20 0.0001 128 75.83545684814453 74.97189331054688 903.4839429855347
443 12 3 32 5 200 40 0.005 512 20.8380184173584 20.29637336730957 1729.8366446495056
444 12 3 32 3 160 60 0.002 256 94.90036010742188 87.47061920166016 1009.2612385749817
445 8 5 48 5 160 40 0.0001 64 84.03168487548828 81.74757385253906 1239.6908748149872
446 16 3 64 3 200 40 0.001 32 97.2917709350586 85.8763427734375 1406.0920295715332
447 16 3 48 3 200 60 0.002 512 93.38783264160156 86.76545715332031 1459.150815486908
448 16 5 48 3 120 60 0.002 32 88.73786163330078 83.02503967285156 850.3791451454163
449 12 3 32 3 160 40 0.0001 64 81.80889129638672 80.28614807128906 1075.6381556987762
45 4 3 64 3 160 60 0.01 64 20.8380184173584 20.29637336730957 1586.3769421577454
450 8 3 32 5 200 40 0.0005 32 96.44864654541016 88.08380126953125 1228.8900709152222
451 16 5 32 3 160 20 0.0001 32 85.15585327148438 82.50382995605469 1793.2902293205261
452 8 3 48 3 200 20 0.0001 512 65.52375793457031 65.40623474121094 871.1985416412354
453 4 5 64 3 160 40 0.002 512 93.1016845703125 85.89677429199219 1117.2723398208618
454 4 5 32 3 200 60 0.01 256 20.8380184173584 20.29637336730957 1165.2864875793457
455 4 5 32 3 200 60 0.005 64 80.96065521240234 78.39550018310547 941.7494444847107
456 8 5 64 5 160 40 0.002 32 82.5855941772461 79.15176391601562 1915.4725694656372
457 8 5 64 3 120 60 0.0005 16 98.48236846923828 86.73479461669922 1228.081069469452
458 12 5 80 3 160 40 0.0001 128 82.774658203125 80.81758117675781 1591.6712577342987
459 8 3 48 5 160 40 0.0002 16 92.97904968261719 86.94941711425781 1578.9945621490479
46 4 3 64 5 200 40 0.0001 128 77.46550750732422 76.40265655517578 1269.9539949893951
460 8 5 80 5 160 20 0.0002 64 90.55186462402344 85.53909301757812 1906.6711304187775
461 8 5 32 5 200 20 0.005 128 20.8380184173584 20.29637336730957 1000.1019351482391
462 4 5 48 5 120 20 0.0002 64 85.83546447753906 82.50382995605469 1051.6249325275421
463 8 3 48 3 160 20 0.002 128 98.25242614746094 86.73479461669922 776.3484642505646
464 16 5 80 5 120 60 0.002 128 95.59529876708984 85.61062622070312 1401.9761188030243
465 4 5 80 3 160 60 0.001 64 98.03269958496094 86.29534912109375 1083.4874391555786
466 8 5 64 3 120 20 0.01 128 20.8380184173584 20.29637336730957 825.6019887924194
467 8 5 48 3 160 20 0.01 32 20.8380184173584 20.29637336730957 1285.2644877433777
468 8 5 48 3 160 20 0.005 32 57.17935562133789 56.3822135925293 2114.3320899009705
469 4 5 48 5 120 60 0.002 512 92.58558654785156 85.79458618164062 1004.3226957321167
47 8 5 48 5 120 20 0.002 64 93.46959686279297 84.23096466064453 2076.9980914592743
470 16 3 32 3 160 60 0.0001 32 85.83546447753906 83.76085662841797 1300.6249647140503
471 4 5 48 5 160 40 0.002 32 92.27388763427734 84.23096466064453 971.1651384830475
472 8 5 48 3 120 40 0.001 256 93.1323471069336 86.45886993408203 1015.192834854126
473 8 5 64 5 160 20 0.0001 32 86.7450180053711 83.53602600097656 1686.4899787902832
474 4 5 80 5 120 40 0.0002 32 92.1461410522461 85.74348449707031 1698.2679240703583
475 16 5 80 3 200 60 0.01 128 20.8380184173584 20.29637336730957 1727.0375475883484
476 12 5 48 3 120 40 0.0001 32 86.98007202148438 84.33316040039062 1414.967033147812
477 4 3 64 5 160 60 0.005 256 95.99897766113281 84.03678894042969 1791.759656906128
478 16 5 80 5 200 20 0.0002 256 82.15125274658203 80.22483825683594 2693.469009399414
479 12 5 32 5 120 20 0.0005 64 93.40316772460938 86.34645080566406 1391.0758757591248
48 12 3 32 3 120 60 0.001 32 97.71588897705078 87.14358520507812 1133.644954919815
480 16 5 80 3 120 20 0.005 256 82.35053253173828 80.07154083251953 2711.394846200943
481 8 3 80 3 200 40 0.0005 16 99.05467987060547 87.20490264892578 1781.4095799922943
482 12 5 48 3 160 40 0.0001 16 89.13643646240234 84.98722076416016 1464.0795950889587
483 8 3 80 5 200 40 0.0001 128 81.91619873046875 80.6131820678711 1697.4365730285645
484 12 3 32 3 160 40 0.01 32 20.8380184173584 20.29637336730957 1230.6673846244812
485 8 5 32 5 160 60 0.0002 256 81.98262786865234 80.26571655273438 1056.0830192565918
486 8 5 32 5 120 40 0.0005 512 83.05058288574219 81.46141815185547 908.6971445083618
487 12 5 80 5 160 60 0.005 256 72.4885025024414 71.94686126708984 3044.8317692279816
488 4 5 80 3 200 60 0.005 512 96.2697982788086 86.2340316772461 1182.8566281795502
489 8 5 80 5 120 40 0.001 512 90.41900634765625 85.82524108886719 1586.2739508152008
49 4 3 64 5 160 60 0.005 16 54.53245162963867 54.021461486816406 982.8075425624847
490 4 5 32 5 200 60 0.005 256 96.37199401855469 85.620849609375 885.6628422737122
491 8 3 48 3 120 40 0.0002 512 73.44404602050781 72.50894165039062 1414.4028406143188
492 16 5 80 3 160 20 0.0002 16 96.18292999267578 86.62238311767578 2116.8332662582397
493 4 3 80 3 120 20 0.005 64 20.8380184173584 20.29637336730957 1219.7299463748932
494 16 3 48 5 160 40 0.001 16 96.85743713378906 86.00920104980469 1229.440020084381
495 16 3 32 3 200 60 0.001 16 97.82830810546875 86.42820739746094 1195.7577040195465
496 8 3 80 3 160 20 0.01 512 72.30455017089844 71.60960388183594 1469.7638947963715
497 12 3 64 5 120 60 0.0001 16 89.86714172363281 86.06029510498047 1604.6621205806732
498 16 3 80 3 200 20 0.002 16 74.3433837890625 72.59070587158203 1853.1177792549133
499 8 3 48 3 160 20 0.0001 256 66.23914337158203 65.78436279296875 1668.2484493255615
5 4 3 32 3 160 60 0.0005 128 88.68165588378906 85.15074157714844 1457.1262683868408
50 8 3 48 3 200 20 0.0002 16 91.31324005126953 85.98876190185547 1316.4288804531097
500 4 5 80 5 200 20 0.005 32 20.8380184173584 20.29637336730957 1786.8769981861115
501 8 5 32 3 120 20 0.002 512 90.80224609375 85.15074157714844 942.863029718399
502 4 5 64 5 120 60 0.001 32 97.63414001464844 85.9478759765625 1214.7842347621918
503 12 5 64 3 120 60 0.002 64 97.16403198242188 85.09963989257812 1538.397882938385
504 8 3 80 5 120 60 0.0002 16 94.94635009765625 87.15380096435547 2116.848587036133
505 16 5 64 3 120 20 0.01 256 20.8380184173584 20.29637336730957 1379.269421339035
506 16 5 80 5 160 40 0.001 256 96.7092514038086 87.71589660644531 2659.941588163376
507 8 3 80 5 200 20 0.0002 256 80.36791229248047 78.84517669677734 2175.2577459812164
508 16 3 64 3 200 40 0.01 256 20.8380184173584 20.29637336730957 2431.224982738495
509 4 3 64 3 120 60 0.0002 16 92.21257019042969 86.49974822998047 1058.3448359966278
51 8 5 80 5 160 20 0.001 512 91.07307434082031 85.69239044189453 1755.6431674957275
510 8 3 64 5 120 20 0.0005 32 97.28666687011719 86.68370056152344 1571.5631847381592
511 8 3 64 3 200 60 0.0002 16 93.91415405273438 87.03116607666016 1523.9982771873474
512 12 5 32 5 120 60 0.0002 64 88.3955078125 84.93612670898438 1459.451574087143
513 16 3 48 5 160 20 0.002 64 93.31118774414062 85.31425476074219 1666.3460733890533
514 8 3 80 5 120 20 0.005 64 60.9095573425293 60.684722900390625 1709.5099115371704
515 8 3 64 3 120 60 0.0005 64 93.33162689208984 86.78589630126953 1078.105236530304
516 16 5 48 5 120 40 0.0001 512 66.21870422363281 65.48799133300781 1918.216777563095
517 12 5 80 3 160 60 0.0001 256 77.53704833984375 76.72969055175781 1656.5580577850342
518 8 5 64 3 200 40 0.002 512 94.35360717773438 86.40776824951172 1207.7650003433228
519 16 5 48 3 120 40 0.0005 128 92.80531311035156 86.7450180053711 1356.3780329227448
52 16 3 80 5 120 60 0.0002 16 96.6121597290039 87.21512603759766 4267.714822053909
520 16 3 48 5 200 60 0.005 32 9.443025588989258 9.156872749328613 2154.833689928055
521 4 3 64 3 120 40 0.005 256 98.4006118774414 86.25447082519531 926.1427681446075
522 16 5 32 5 200 20 0.002 64 94.06745147705078 86.3566665649414 1690.5308055877686
523 8 5 32 3 160 20 0.001 32 96.39755249023438 85.42667388916016 1108.5160126686096
524 8 3 48 5 120 60 0.0002 128 85.26315307617188 83.17833709716797 1303.2050399780273
525 16 3 48 3 160 60 0.0005 512 85.49821472167969 83.55645751953125 1909.7552926540375
526 16 5 64 5 160 40 0.001 512 90.75626373291016 85.92743682861328 2484.584457874298
527 8 3 80 5 200 40 0.0005 32 98.44149017333984 87.54216003417969 1955.4475212097168
528 16 5 64 5 200 60 0.005 32 20.8380184173584 20.29637336730957 2442.0157907009125
529 12 5 32 3 200 40 0.001 256 92.98416137695312 86.65304565429688 1315.4842331409454
53 12 5 80 3 160 60 0.0005 16 98.61522674560547 86.71435546875 3668.589856863022
530 8 3 32 3 200 60 0.0002 32 86.423095703125 83.64844512939453 959.6241281032562
531 16 5 80 3 200 20 0.01 32 20.8380184173584 20.29637336730957 2893.499554157257
532 8 3 64 5 160 60 0.0001 256 76.98518371582031 76.22891998291016 1568.58150100708
533 16 5 80 3 200 20 0.002 512 93.26519775390625 86.12161254882812 2049.77304315567
534 4 5 32 3 160 40 0.001 128 94.89013671875 86.43842315673828 785.5877459049225
535 12 5 48 5 120 40 0.005 512 85.87123107910156 82.72866821289062 1751.1478140354156
536 4 3 48 3 200 40 0.001 16 98.73786926269531 85.75370025634766 1258.6175932884216
537 12 3 32 3 120 40 0.01 128 20.8380184173584 20.29637336730957 1082.7894604206085
538 4 3 48 3 120 40 0.0005 512 80.08175659179688 78.88604736328125 840.9874520301819
539 8 3 32 3 200 40 0.001 512 86.8318862915039 84.30250549316406 852.6398673057556
54 16 5 64 3 120 60 0.005 64 61.941749572753906 62.22789764404297 1439.1757352352142
540 12 5 48 5 120 20 0.0001 64 80.86356353759766 78.87582397460938 1827.8601517677307
541 16 5 48 3 120 40 0.01 512 20.8380184173584 20.29637336730957 1148.344673871994
542 12 5 48 3 200 20 0.0002 512 72.9126205444336 71.84465789794922 1016.8458952903748
543 4 5 64 5 160 20 0.01 256 57.250892639160156 56.780784606933594 1230.9733560085297
544 8 3 32 5 120 40 0.0002 16 90.62340545654297 85.96832275390625 1304.2271049022675
545 8 5 48 5 120 60 0.0005 128 91.57894897460938 85.41645050048828 1365.8269519805908
546 12 5 48 5 160 20 0.0005 512 79.34593200683594 78.2115478515625 1853.4033033847809
547 4 5 64 5 160 20 0.001 32 97.69034576416016 86.06029510498047 1426.976188659668
548 12 3 80 5 160 20 0.0002 16 95.61573791503906 87.21512603759766 2982.758191347122
549 12 5 64 5 120 20 0.01 32 20.8380184173584 20.29637336730957 2146.9187960624695
55 8 5 48 5 120 40 0.0001 128 78.12979125976562 77.19979095458984 1273.5251779556274
550 8 3 80 5 120 40 0.005 128 79.34082794189453 77.92539978027344 1552.7236113548279
551 8 3 48 3 200 60 0.01 64 20.8380184173584 20.29637336730957 1076.2634663581848
552 4 3 64 3 200 60 0.0005 512 84.13388061523438 81.90087127685547 1481.4682292938232
553 12 5 80 5 200 40 0.001 256 95.9478759765625 87.10271453857422 2341.5274374485016
554 4 5 80 3 120 20 0.0001 64 80.24016571044922 78.82473754882812 1195.537917137146
555 8 3 80 3 200 20 0.01 32 20.8380184173584 20.29637336730957 1821.0441122055054
556 4 5 48 3 160 40 0.001 512 88.87071990966797 84.93612670898438 846.3983080387115
557 16 3 32 5 200 60 0.002 16 78.71742248535156 76.91364288330078 1904.8365020751953
558 16 3 48 3 160 60 0.005 64 76.16249084472656 75.09453582763672 1332.2470173835754
559 8 5 64 5 160 40 0.0001 16 90.53653717041016 85.66172790527344 2660.804271221161
56 4 5 32 5 160 40 0.001 64 96.18292999267578 85.90699768066406 1487.9324190616608
560 12 3 48 5 120 40 0.01 256 20.8380184173584 20.29637336730957 1338.7765820026398
561 4 5 80 5 120 60 0.005 512 92.44251251220703 85.14051818847656 1296.3400576114655
562 8 3 48 5 160 40 0.001 32 98.04292297363281 86.45886993408203 1509.2290601730347
563 8 5 32 5 120 40 0.002 32 93.1016845703125 84.60910034179688 1359.293335199356
564 16 3 32 5 200 40 0.0002 128 85.912109375 83.85283660888672 1369.4167695045471
565 8 3 48 5 160 20 0.0002 256 77.56771087646484 76.00408935546875 1253.534990310669
566 12 5 48 3 200 40 0.0002 512 76.26469421386719 75.53398132324219 1271.2825167179108
567 8 5 48 5 160 20 0.0001 16 88.69698333740234 85.03832244873047 1706.8550872802734
568 16 3 48 5 120 20 0.0002 512 73.23965454101562 72.82575225830078 1960.6704139709473
569 8 3 32 5 160 40 0.005 512 96.02452850341797 86.5610580444336 1058.0825507640839
57 4 5 80 5 160 60 0.0005 64 97.41951751708984 87.02095031738281 1381.5116829872131
570 12 3 48 3 200 20 0.001 32 97.50638580322266 86.33622741699219 1310.609174489975
571 16 3 64 5 200 60 0.0001 128 83.68421173095703 82.02350616455078 2434.407688140869
572 12 5 48 5 160 20 0.001 64 97.19468688964844 86.95963287353516 1684.6093277931213
573 4 5 48 3 200 40 0.01 512 91.03730010986328 83.56668090820312 874.1596221923828
574 16 3 64 5 160 40 0.001 64 98.17066955566406 86.70413970947266 2278.186532974243
575 8 5 64 3 200 40 0.001 16 98.16045379638672 86.33622741699219 1609.4262697696686
576 16 5 80 3 120 60 0.0002 32 93.57179260253906 87.08226776123047 1710.14280295372
577 4 5 64 3 120 20 0.0001 128 74.62953186035156 73.20388793945312 1041.1824264526367
578 16 5 64 5 120 60 0.0002 128 87.06694030761719 83.76085662841797 2283.824860572815
579 8 5 32 3 200 60 0.0002 128 85.8099136352539 83.45426940917969 965.6362912654877
58 12 5 32 5 120 60 0.001 128 95.2938232421875 86.93919372558594 1151.9646077156067
580 8 5 64 3 200 20 0.0005 256 88.91670989990234 84.598876953125 918.6351675987244
581 8 5 80 3 200 60 0.01 16 20.8380184173584 20.29637336730957 1505.6516318321228
582 16 5 48 3 160 40 0.005 64 67.7669906616211 67.18446350097656 1349.7969324588776
583 8 5 64 5 160 20 0.0005 128 93.48492431640625 86.21359252929688 1628.9595761299133
584 16 5 48 3 120 20 0.0005 256 88.15534210205078 84.32294464111328 1225.079009771347
585 4 5 48 5 120 20 0.0001 16 86.40265655517578 83.15789794921875 1082.4761788845062
586 12 3 48 5 160 20 0.0001 128 76.30046081542969 75.12519073486328 1670.3804643154144
587 16 5 32 5 160 40 0.0002 256 81.6709213256836 79.93868255615234 928.2542927265167
588 4 3 48 5 200 40 0.005 512 95.01277160644531 86.1318359375 1483.7278850078583
589 16 5 80 5 200 20 0.002 128 95.48287963867188 85.95809936523438 2708.394852399826
59 4 5 48 5 200 40 0.0001 128 78.40572357177734 77.37352752685547 1126.8772265911102
590 8 3 64 5 120 60 0.002 512 93.73530578613281 86.73479461669922 1485.1165375709534
591 16 3 32 3 120 20 0.01 64 20.8380184173584 20.29637336730957 950.9694910049438
592 8 5 64 3 200 40 0.01 256 20.8380184173584 20.29637336730957 1201.3000934123993
593 4 5 48 3 120 60 0.0001 32 85.15585327148438 82.8104248046875 1047.676940202713
594 12 5 32 3 120 40 0.002 128 97.02606201171875 86.65304565429688 1070.9466922283173
595 12 3 64 5 200 20 0.002 16 73.26519775390625 72.38630676269531 2475.734453678131
596 4 3 80 3 120 60 0.001 32 99.02401733398438 85.64128875732422 1283.1552031040192
597 16 5 64 5 120 40 0.001 32 97.31221008300781 86.07051086425781 2260.8441195487976
598 4 3 32 5 200 20 0.01 16 20.8380184173584 20.29637336730957 1226.0865194797516
599 16 5 32 3 200 40 0.005 32 20.8380184173584 20.29637336730957 1248.838979959488
6 4 3 32 3 160 20 0.0002 256 73.32652282714844 72.24323272705078 838.9648427963257
60 12 3 32 3 160 20 0.002 32 96.70413970947266 85.25293731689453 1173.938063621521
600 8 3 80 3 200 20 0.001 512 88.64077758789062 84.67041015625 1391.6223664283752
601 16 5 64 3 160 60 0.0002 32 94.25140380859375 86.73479461669922 1598.2749207019806
602 12 5 32 3 120 20 0.0005 64 93.66377258300781 87.01072692871094 1141.4677712917328
603 16 5 32 3 200 60 0.01 32 20.8380184173584 20.29637336730957 1446.0053176879883
604 4 3 64 5 160 40 0.0002 128 84.6653060913086 82.36075592041016 1630.4860832691193
605 8 5 48 5 160 60 0.0002 128 86.04496765136719 83.37251281738281 919.257997751236
606 12 5 32 5 120 60 0.0002 256 80.99131774902344 79.44813537597656 1313.0004036426544
607 4 3 32 5 160 40 0.01 128 65.30403137207031 65.20183563232422 853.0421495437622
608 16 3 48 5 120 20 0.002 16 74.26673889160156 73.91926574707031 2204.2582910060883
609 8 3 80 5 200 40 0.001 128 97.8538589477539 87.1231460571289 1732.5875434875488
61 8 5 48 3 200 60 0.005 128 85.60040283203125 80.80735778808594 1623.1832115650177
610 12 5 48 3 160 40 0.005 16 20.8380184173584 20.29637336730957 2791.0812389850616
611 8 5 48 3 120 60 0.002 16 85.85590362548828 81.48186492919922 1370.117339372635
612 4 3 80 3 200 40 0.0005 128 91.82933044433594 86.01941680908203 1006.5902316570282
613 12 5 80 3 120 60 0.0001 32 88.36995697021484 84.69084930419922 1792.273479938507
614 16 3 48 3 120 60 0.01 16 7.5319366455078125 7.511497497558594 3166.8393828868866
615 4 5 64 3 120 40 0.005 256 98.06336212158203 85.91722106933594 697.5802135467529
616 8 3 80 3 200 20 0.0001 512 65.98365020751953 64.92591094970703 1436.634283542633
617 16 3 32 3 120 60 0.005 64 79.18241882324219 76.9034194946289 1204.350623369217
618 8 5 32 3 200 40 0.01 32 20.8380184173584 20.29637336730957 1033.0939428806305
619 16 3 64 3 120 20 0.0002 256 78.95758819580078 77.47572326660156 1557.483319759369
62 12 3 80 5 200 40 0.01 128 20.8380184173584 20.29637336730957 2213.180775642395
620 8 5 80 3 120 20 0.001 128 96.84210205078125 86.75524139404297 1256.9857416152954
621 4 5 32 5 120 60 0.0005 64 93.36740112304688 86.14205169677734 910.2705705165863
622 8 3 48 3 200 40 0.01 64 47.05160903930664 46.203372955322266 1129.0665113925934
623 8 5 32 3 200 40 0.0002 128 86.18293762207031 83.86305236816406 926.4925413131714
624 4 5 64 5 120 20 0.0005 64 94.74195098876953 86.5610580444336 1262.8386056423187
625 12 5 80 3 200 60 0.002 16 72.1972427368164 70.62850952148438 2024.1746623516083
626 4 5 32 5 120 20 0.01 32 20.8380184173584 20.29637336730957 1068.2552978992462
627 16 5 64 3 160 60 0.0002 16 96.32601165771484 87.08226776123047 1697.6931149959564
628 8 3 48 3 160 20 0.005 32 61.05263137817383 59.78538513183594 1019.7597935199738
629 4 3 80 5 200 20 0.0002 256 77.47061920166016 75.61573791503906 1351.1439096927643
63 16 5 64 5 160 60 0.0002 64 91.11905670166016 85.96832275390625 2307.696233034134
630 8 5 80 5 200 60 0.002 64 96.11138916015625 85.8763427734375 1533.3485822677612
631 12 3 48 3 200 60 0.0005 256 88.34951782226562 85.14051818847656 1256.267419576645
632 16 3 64 5 120 20 0.0002 128 85.72815704345703 83.05570220947266 2052.376805305481
633 12 5 48 3 160 40 0.0005 32 97.445068359375 86.94941711425781 2137.688434123993
634 4 3 48 5 160 20 0.0002 64 84.1185531616211 81.87020874023438 1089.8176810741425
635 4 5 64 3 160 60 0.0005 64 94.62442016601562 86.3873291015625 1082.5532901287079
636 16 3 80 3 120 60 0.005 64 20.8380184173584 20.29637336730957 1688.8389947414398
637 8 5 32 5 200 40 0.01 32 20.8380184173584 20.29637336730957 1262.1056697368622
638 8 5 48 5 160 60 0.001 256 92.72355651855469 86.06029510498047 1257.4961359500885
639 4 3 32 3 200 40 0.001 256 88.027587890625 83.99591064453125 847.7376992702484
64 16 5 80 5 160 20 0.005 64 20.8380184173584 20.29637336730957 2604.7279665470123
640 8 3 32 5 160 20 0.0002 256 75.7741470336914 74.07255554199219 1062.0980243682861
641 4 5 48 5 160 60 0.0001 256 73.44404602050781 72.66223907470703 1029.4261848926544
642 4 5 48 5 120 40 0.001 32 95.93254852294922 84.74195098876953 1877.9319586753845
643 16 5 48 5 120 20 0.001 32 20.8380184173584 20.29637336730957 2116.83473610878
644 16 3 32 3 160 60 0.0005 256 88.17578125 85.22228240966797 2296.604512691498
645 16 3 32 5 160 60 0.0005 32 97.19979858398438 87.45018005371094 2071.342171907425
646 16 3 64 5 120 60 0.0002 128 87.40419006347656 85.2835922241211 1494.530027627945
647 8 3 64 3 200 40 0.0005 16 98.47215270996094 87.22534942626953 1487.7655918598175
648 16 3 64 3 200 40 0.0002 128 86.00408935546875 83.43382263183594 1380.8620955944061
649 8 3 80 5 120 40 0.0001 256 75.19161987304688 74.32805633544922 1813.7025573253632
65 16 3 32 5 200 40 0.002 16 79.49412536621094 77.89473724365234 2034.4051885604858
650 8 5 64 3 200 40 0.0005 512 86.12672424316406 83.6791000366211 1041.6110272407532
651 16 3 64 3 120 60 0.001 64 98.64077758789062 87.3786392211914 1413.148092508316
652 4 5 64 5 200 60 0.002 64 96.6070556640625 84.8543701171875 1346.5821843147278
653 12 3 80 5 120 40 0.001 128 98.4363784790039 87.97138214111328 3772.8308007717133
654 4 5 48 5 200 60 0.001 256 94.23607635498047 87.11293029785156 1133.7253127098083
655 12 5 32 3 200 20 0.001 16 95.9070053100586 86.22380828857422 1553.3439273834229
656 4 5 32 3 200 60 0.0005 128 89.77005767822266 85.64128875732422 826.679408788681
657 16 5 48 3 160 20 0.002 512 93.33673858642578 86.25447082519531 1599.652904510498
658 12 3 64 3 120 60 0.001 256 92.4169692993164 86.76545715332031 1266.7374563217163
659 16 3 32 3 200 60 0.005 128 92.3709716796875 84.77261352539062 776.8084235191345
66 16 3 64 5 200 20 0.005 512 20.8380184173584 20.29637336730957 2352.0550644397736
660 12 3 80 5 160 60 0.002 32 83.74041748046875 81.60449981689453 2506.2817182540894
661 12 5 48 3 160 20 0.0002 256 78.28820037841797 76.89320373535156 1177.1114914417267
662 16 3 48 5 200 60 0.0001 32 88.18600463867188 85.19161987304688 2226.505773305893
663 4 5 80 5 160 40 0.001 256 95.81501770019531 86.9289779663086 1319.9449379444122
664 12 5 32 3 200 40 0.005 16 54.86969757080078 54.14409637451172 1422.702959060669
665 16 3 80 5 120 20 0.0001 32 86.22891998291016 83.27030944824219 2802.826929330826
666 8 5 80 5 160 20 0.002 32 78.5845718383789 77.884521484375 2127.9796965122223
667 16 3 64 3 200 20 0.0001 256 73.36228942871094 72.27388763427734 1465.8909282684326
668 16 5 32 3 160 60 0.001 16 97.11803436279297 86.36688232421875 1441.4941198825836
669 4 5 48 5 160 40 0.0001 128 77.29688262939453 76.36177825927734 1422.0819776058197
67 12 3 80 3 200 40 0.002 128 99.27951049804688 87.27644348144531 1235.3831086158752
670 16 5 48 5 160 20 0.0002 256 78.97291564941406 77.38375091552734 1941.5318863391876
671 16 5 48 5 160 40 0.005 32 20.8380184173584 20.29637336730957 1358.2255308628082
672 16 5 48 5 120 20 0.01 128 20.8380184173584 20.29637336730957 1751.6359012126923
673 12 3 48 3 120 60 0.002 32 94.69596099853516 85.23249816894531 835.0840861797333
674 8 5 48 5 160 60 0.002 16 78.99335479736328 77.47572326660156 1696.4316847324371
675 16 3 48 3 160 20 0.0001 32 85.08942413330078 82.80020141601562 1248.8036828041077
676 4 3 80 5 200 40 0.0005 512 85.26826477050781 82.90240478515625 1338.2120237350464
677 8 3 32 5 160 40 0.002 512 91.99285125732422 86.37710571289062 974.8809671401978
