id filter_num1 kernel_size1 filter_num2 kernel_size2 hidden_layer1 hidden_layer2 learning_rate batch_size train_accuracy validation_accuracy time/s
1612 4 3 32 3 200 20 0.001 16 97.9202880859375 85.89677429199219 1507.2204105854034
1613 8 5 80 5 120 60 0.0005 128 93.65355682373047 86.34645080566406 1768.030804157257
1614 8 3 80 5 120 40 0.005 512 95.45222473144531 85.84568786621094 1935.6026022434235
1615 16 5 64 5 160 40 0.0005 512 85.90699768066406 83.22943115234375 2410.405023097992
1616 4 3 32 5 200 60 0.01 64 20.8380184173584 20.29637336730957 975.12633061409
1617 16 5 48 5 200 60 0.002 64 91.74246215820312 85.3653564453125 1965.330697774887
1618 4 3 32 5 160 20 0.0002 256 73.40316772460938 72.263671875 502.7995524406433
1619 12 3 48 5 120 20 0.0001 256 63.91926574707031 63.01481628417969 1093.0133662223816
162 4 3 48 5 200 60 0.005 16 59.87225341796875 59.00868606567383 1524.1339037418365
1620 16 5 80 5 200 20 0.01 32 20.8380184173584 20.29637336730957 2968.016268968582
1621 12 3 32 5 160 20 0.0005 32 95.64640045166016 87.21512603759766 1451.3573172092438
1622 8 3 32 3 160 60 0.0005 16 97.40419006347656 87.10271453857422 1271.6095447540283
1623 16 3 80 5 120 60 0.0002 64 90.70516204833984 86.42820739746094 2642.1221771240234
1624 16 3 48 5 120 60 0.0001 16 89.61164855957031 86.1624984741211 2260.354106426239
1625 8 5 48 5 160 20 0.0005 32 97.31221008300781 86.7450180053711 1618.6599683761597
1626 4 5 64 5 200 20 0.002 256 97.64945983886719 86.71435546875 1287.5975186824799
1627 4 3 32 3 120 40 0.0002 128 81.03219604492188 79.76494598388672 799.9670298099518
1628 4 5 64 3 200 20 0.005 32 50.08176040649414 48.676544189453125 1209.108769416809
1629 8 5 32 3 120 60 0.0005 32 95.12008666992188 86.40776824951172 853.9343450069427
163 16 5 80 3 200 40 0.0001 128 83.74552917480469 81.47164154052734 1466.0386624336243
1630 4 5 80 3 200 60 0.0001 256 75.63107299804688 74.45069122314453 1192.153247833252
1631 8 5 48 3 120 40 0.0001 16 88.19622039794922 84.72151184082031 1330.3490180969238
1632 8 5 64 3 160 20 0.0005 128 92.39141082763672 85.9478759765625 1193.7106466293335
1633 4 3 32 5 200 60 0.002 32 97.58303833007812 85.30403900146484 1466.3755354881287
1634 12 5 32 5 200 20 0.01 64 20.8380184173584 20.29637336730957 3171.5729801654816
1635 8 3 80 5 120 40 0.0001 64 84.92591094970703 82.69800567626953 2029.6448247432709
1636 16 5 64 3 160 40 0.01 512 20.8380184173584 20.29637336730957 1420.7867121696472
1637 8 3 64 3 120 20 0.0002 256 78.04803466796875 77.16913604736328 1114.9729988574982
1638 16 5 32 3 200 60 0.0002 32 92.34031677246094 86.87787628173828 1298.7275211811066
1639 16 3 80 5 120 20 0.0001 128 77.3428726196289 76.04496765136719 2922.094541788101
164 4 5 64 3 160 20 0.005 512 95.38579559326172 86.11139678955078 1140.0554237365723
1640 4 3 48 3 120 20 0.002 512 88.23198699951172 84.06745147705078 829.7635478973389
1641 8 3 32 3 160 20 0.002 512 89.56566619873047 85.13030242919922 845.5350377559662
1642 16 3 48 3 120 20 0.0001 16 87.11803436279297 84.55799865722656 1550.1042168140411
1643 12 5 48 5 120 60 0.0001 16 89.98467254638672 85.60040283203125 2063.41734623909
1644 12 3 32 5 200 40 0.005 64 74.13898468017578 72.76443481445312 1438.9586391448975
1645 16 5 80 3 160 20 0.0001 256 73.15278625488281 72.27388763427734 2047.1416828632355
1646 4 5 80 3 120 60 0.0002 16 93.82217407226562 86.44864654541016 2103.05695438385
1647 8 5 80 5 160 20 0.0001 32 87.11293029785156 83.9039306640625 2069.9116699695587
1648 12 3 48 3 160 60 0.01 64 20.8380184173584 20.29637336730957 1354.5991230010986
1649 12 3 80 5 160 20 0.0001 64 82.96883392333984 80.95043182373047 2483.0263550281525
165 4 5 64 3 120 40 0.0001 16 88.8758316040039 84.8850326538086 1316.390085697174
1650 12 5 64 3 120 60 0.01 256 20.8380184173584 20.29637336730957 1642.2298488616943
1651 12 5 48 5 120 20 0.005 64 55.876338958740234 54.89013671875 1193.487050294876
1652 8 3 32 5 160 60 0.0002 32 88.63055419921875 85.35513305664062 1394.0525434017181
1653 4 5 64 3 200 20 0.0001 32 85.4317855834961 82.66735076904297 1329.8109815120697
1654 4 3 48 5 120 40 0.0002 128 82.85640716552734 81.02197265625 1005.3486828804016
1655 4 3 32 5 160 20 0.002 256 94.16453552246094 86.71435546875 1381.5339624881744
1656 8 3 80 3 160 60 0.001 128 96.59683227539062 87.31732177734375 1477.3302490711212
1657 16 5 32 3 120 40 0.01 256 20.8380184173584 20.29637336730957 1147.937667608261
1658 8 5 64 3 160 40 0.0001 16 90.42922973632812 86.1011734008789 1600.5371506214142
1659 8 3 64 5 200 20 0.002 64 97.75677490234375 86.17271423339844 1476.6785135269165
166 4 3 80 3 160 40 0.0002 128 83.5462417602539 81.20592498779297 1189.8239555358887
1660 8 3 48 5 120 40 0.01 16 20.8380184173584 20.29637336730957 1701.4057326316833
1661 4 3 64 5 120 40 0.005 512 94.45580291748047 84.9565658569336 1151.7439427375793
1662 16 3 80 5 120 40 0.001 16 95.88655853271484 85.74348449707031 2242.1205956935883
1663 8 5 48 5 200 40 0.0001 256 73.01481628417969 72.73377990722656 2780.909761428833
1664 4 3 80 5 120 20 0.0001 16 85.73326110839844 83.24987030029297 1735.2144207954407
1665 4 5 32 5 160 20 0.001 512 86.81655883789062 83.50537109375 827.4936761856079
1666 4 3 48 5 120 60 0.001 32 98.28308868408203 85.93766021728516 833.1584687232971
1667 4 3 48 3 160 20 0.005 16 56.94941329956055 57.250892639160156 1202.6317148208618
1668 4 3 80 5 200 20 0.001 128 96.8318862915039 86.39754486083984 1396.912068605423
1669 4 5 32 3 120 20 0.01 128 53.1425666809082 52.83597183227539 637.0362219810486
167 16 5 64 5 120 20 0.0001 256 73.06591796875 71.82422637939453 2972.210607290268
1670 16 5 80 5 160 20 0.001 512 90.17884826660156 84.76239013671875 2704.1827249526978
1671 16 5 48 5 120 60 0.002 512 92.1972427368164 86.19315338134766 1967.2178926467896
1672 8 3 32 3 160 20 0.01 16 20.8380184173584 20.29637336730957 1188.2162556648254
1673 16 5 32 3 120 40 0.005 16 51.80377960205078 51.44609069824219 1464.1074850559235
1674 12 5 48 3 200 60 0.002 256 97.93051147460938 87.52171325683594 1079.3332781791687
1675 16 5 32 3 160 40 0.001 64 97.48594665527344 86.95963287353516 1226.8676116466522
1676 16 3 48 3 120 60 0.005 256 96.52018737792969 86.07051086425781 1230.7341048717499
1677 4 5 48 5 160 20 0.005 512 93.74042510986328 85.06898498535156 1085.6200473308563
1678 8 3 80 3 200 40 0.01 512 81.6351547241211 79.7751693725586 1409.391221523285
1679 16 5 64 5 120 40 0.0001 128 80.34747314453125 78.90648651123047 2165.3570578098297
168 12 5 80 5 120 60 0.0001 64 86.0654067993164 83.45426940917969 2448.10680270195
1680 16 5 32 5 200 60 0.001 512 90.33724975585938 85.9785385131836 1709.9379880428314
1681 4 3 32 5 200 60 0.0002 128 83.24987030029297 81.82933044433594 863.9633378982544
1682 12 3 80 3 120 60 0.0002 64 88.89115905761719 85.31425476074219 4245.434072732925
1683 16 3 80 3 120 60 0.0001 128 82.66223907470703 81.093505859375 1639.4324026107788
1684 4 5 32 3 160 60 0.0001 32 83.41338348388672 81.3081283569336 1348.5480480194092
1685 12 5 80 3 120 60 0.0001 512 69.56055450439453 68.74808502197266 2135.1899206638336
1686 8 3 80 5 160 60 0.002 512 95.68216705322266 87.10271453857422 1709.2524354457855
1687 16 5 80 3 160 20 0.0002 64 91.8548812866211 86.31578826904297 1734.3556323051453
1688 12 3 48 5 120 60 0.005 32 20.8380184173584 20.29637336730957 2002.0229456424713
1689 4 3 48 3 120 40 0.0001 128 74.25140380859375 73.49003601074219 688.817586183548
169 8 5 48 3 120 20 0.002 512 92.00817108154297 85.48799133300781 1000.7008292675018
1690 16 5 32 3 160 20 0.0005 32 95.66683959960938 86.75524139404297 1102.1761972904205
1691 16 5 48 3 160 60 0.002 256 97.91006469726562 87.26622772216797 1880.4910345077515
1692 16 3 80 5 200 40 0.002 16 71.30301666259766 69.99488830566406 3026.7587792873383
1693 16 3 64 3 160 40 0.001 256 94.15943145751953 87.83853149414062 1218.9148683547974
1694 8 3 64 3 120 60 0.0002 32 89.98978424072266 85.73326110839844 1191.249253988266
1695 8 3 64 3 120 20 0.0005 512 80.34236145019531 78.97802734375 974.8298466205597
1696 4 3 48 3 200 20 0.002 128 98.26264953613281 86.6121597290039 875.9060065746307
1697 4 5 48 5 160 20 0.001 32 96.75523376464844 85.70260620117188 1270.6805231571198
1698 4 5 32 3 200 20 0.002 512 89.69341278076172 84.94635009765625 934.9294819831848
1699 8 5 32 3 200 60 0.0005 512 85.22738647460938 83.22943115234375 1531.1705026626587
17 8 5 64 5 160 60 0.005 16 20.8380184173584 20.29637336730957 2121.7196366786957
170 16 5 32 5 160 40 0.0002 128 85.65150451660156 83.06591796875 1644.4301145076752
1700 4 3 48 3 200 40 0.0005 32 95.36024475097656 86.60194396972656 1124.3966863155365
1701 4 5 64 3 200 20 0.0005 16 98.15023040771484 86.30557250976562 1300.5637459754944
1702 12 5 64 3 120 20 0.0002 256 78.70209503173828 77.24067687988281 938.3589510917664
1703 16 5 48 3 200 20 0.01 16 20.8380184173584 20.29637336730957 1944.7441892623901
1704 12 3 80 3 200 20 0.0002 128 86.0654067993164 83.60755920410156 1858.6795930862427
1705 8 3 64 3 160 20 0.0005 16 98.6203384399414 87.01072692871094 1040.0341954231262
1706 8 3 64 5 120 60 0.0002 64 88.92692565917969 85.3346939086914 1472.9611744880676
1707 8 3 64 3 200 60 0.0005 256 89.17730712890625 85.57997131347656 1211.8485300540924
1708 8 5 48 3 160 60 0.01 128 20.8380184173584 20.29637336730957 1009.1077961921692
1709 12 5 32 5 200 20 0.001 32 96.5252914428711 86.14205169677734 2089.7936346530914
171 12 3 48 5 200 20 0.01 256 20.8380184173584 20.29637336730957 1726.0094811916351
1710 16 3 32 3 120 60 0.0005 64 93.50536346435547 87.45018005371094 1202.0373060703278
1711 12 5 48 5 120 20 0.002 512 92.93305969238281 86.46908569335938 1491.9365923404694
1712 4 3 32 5 120 20 0.0005 256 80.95043182373047 79.42769622802734 672.7967224121094
1713 4 3 48 5 120 40 0.0001 16 86.45886993408203 83.70975494384766 1294.7547409534454
1714 8 3 80 3 120 20 0.0005 32 97.47572326660156 86.95963287353516 1489.3615448474884
1715 8 5 64 3 200 40 0.005 256 94.23096466064453 85.16095733642578 1128.3824627399445
1716 12 3 32 3 200 20 0.01 64 20.8380184173584 20.29637336730957 1475.8731846809387
1717 16 3 32 5 120 40 0.01 32 20.8380184173584 20.29637336730957 1972.6592979431152
1718 4 5 64 5 120 20 0.001 256 92.38630676269531 85.68216705322266 1520.836279630661
1719 16 5 32 3 160 40 0.0001 128 78.85539245605469 77.52682495117188 1122.7023084163666
172 12 5 80 3 160 40 0.002 512 94.19519805908203 86.31578826904297 1666.4116690158844
1720 8 5 80 5 200 40 0.0002 32 94.13388061523438 86.83699035644531 1944.4603509902954
1721 12 5 48 5 120 20 0.01 128 20.8380184173584 20.29637336730957 1777.1614909172058
1722 8 3 64 3 200 40 0.0001 64 83.61778259277344 81.8191146850586 1224.3442749977112
1723 12 5 48 5 120 60 0.005 16 20.8380184173584 20.29637336730957 2133.632988214493
1724 8 3 48 3 160 20 0.0005 128 88.25753784179688 84.5171127319336 1031.1582434177399
1725 12 3 32 5 160 40 0.0005 512 83.01481628417969 81.13439178466797 1494.4566192626953
1726 8 3 32 5 120 20 0.0002 16 90.33724975585938 86.0500717163086 1354.0866115093231
1727 12 3 32 5 120 60 0.0005 64 92.41185760498047 86.63260650634766 1750.4777035713196
1728 16 5 80 3 160 60 0.0002 128 88.9115982055664 84.92591094970703 1738.7749869823456
1729 16 5 48 5 200 40 0.0002 32 94.13898468017578 87.04138946533203 2323.5669271945953
173 16 3 48 3 160 60 0.01 32 20.8380184173584 20.29637336730957 1617.1294102668762
1730 16 3 80 3 160 40 0.0002 64 90.15840148925781 86.25447082519531 1648.6153769493103
1731 16 5 32 5 160 20 0.001 16 92.78998565673828 85.06898498535156 2183.759276151657
1732 4 3 48 5 160 20 0.0001 16 85.09963989257812 82.554931640625 1337.3309144973755
1733 8 3 32 3 200 20 0.0005 256 84.99744415283203 82.63668823242188 842.4227964878082
1734 8 3 32 3 200 60 0.0002 256 81.02197265625 79.7751693725586 885.0739679336548
1735 8 5 48 5 160 20 0.0001 32 85.84568786621094 83.04547882080078 1555.981657743454
1736 16 5 32 5 120 40 0.005 512 88.18600463867188 84.087890625 1589.8993825912476
1737 4 5 80 3 160 20 0.0001 16 88.5334701538086 84.62953186035156 2809.8505256175995
1738 4 3 32 3 200 40 0.0005 128 88.31885528564453 84.77261352539062 792.9395961761475
1739 4 5 64 5 120 20 0.005 16 20.8380184173584 20.29637336730957 3432.748852968216
174 8 5 32 3 120 60 0.0002 512 74.98722839355469 74.20541381835938 787.7967402935028
1740 8 3 64 5 120 60 0.005 32 58.92182159423828 57.74143981933594 1712.0091893672943
1741 16 3 64 5 200 40 0.0001 512 70.55186462402344 69.73939514160156 3592.7690925598145
1742 12 3 48 5 160 40 0.0001 256 74.9259033203125 73.70465087890625 1378.5380942821503
1743 12 5 32 3 120 20 0.002 512 90.88400268554688 85.66172790527344 1154.6530766487122
1744 4 5 48 5 160 60 0.0005 256 89.36637878417969 85.60040283203125 1041.8804378509521
1745 16 3 48 3 200 60 0.002 16 83.98058319091797 80.90955352783203 1380.1526229381561
1746 12 3 64 3 120 20 0.0002 16 91.91108703613281 86.62238311767578 1913.3856949806213
1747 8 3 64 5 120 40 0.005 64 71.38988494873047 70.63873291015625 1589.61994099617
1748 16 5 32 5 120 40 0.0005 64 95.12519073486328 87.6341323852539 1344.3923523426056
1749 16 3 64 5 200 40 0.01 512 20.8380184173584 20.29637336730957 1685.4055831432343
175 16 5 48 3 160 60 0.0005 128 93.82728576660156 87.08226776123047 1295.6537837982178
1750 12 5 48 5 160 60 0.005 16 20.8380184173584 20.29637336730957 2336.940672636032
1751 12 3 48 5 160 40 0.005 128 71.93152618408203 71.27235412597656 1847.924162864685
1752 12 5 80 5 160 20 0.01 16 20.8380184173584 20.29637336730957 2990.6586196422577
1753 12 5 32 5 200 20 0.002 32 84.04190063476562 80.45988464355469 1161.167008638382
1754 12 5 64 3 200 20 0.0001 32 87.88451385498047 84.13899230957031 1649.3465929031372
1755 16 3 80 5 160 60 0.0005 512 86.79100799560547 84.23096466064453 4210.7249846458435
1756 4 5 80 3 120 20 0.005 256 95.13030242919922 85.09963989257812 1035.5010323524475
1757 16 3 32 5 120 40 0.0005 128 90.60807037353516 86.30557250976562 1665.5663857460022
1758 8 3 32 5 200 20 0.0001 128 72.02350616455078 71.38477325439453 925.8705558776855
1759 16 5 64 3 120 40 0.0001 128 80.99131774902344 79.43791961669922 1578.2399094104767
176 12 3 32 5 160 20 0.0001 16 86.36177825927734 83.74041748046875 1687.4837715625763
1760 16 5 48 3 160 40 0.005 256 93.8630599975586 85.2120590209961 1566.9789481163025
1761 12 5 80 5 200 20 0.01 128 20.8380184173584 20.29637336730957 2536.5636904239655
1762 12 5 64 5 200 60 0.01 128 20.8380184173584 20.29637336730957 1968.3109941482544
1763 16 3 80 5 120 20 0.01 32 20.8380184173584 20.29637336730957 2958.193533182144
1764 8 3 80 5 160 40 0.0005 32 98.91670989990234 87.5114974975586 2238.1284205913544
1765 4 5 32 5 200 40 0.0005 256 88.15023040771484 84.74195098876953 901.0291357040405
1766 16 3 48 3 160 40 0.001 64 98.66632843017578 87.46039581298828 1381.1448154449463
1767 12 5 80 5 120 20 0.0005 256 88.61522674560547 84.3433837890625 2281.373724937439
1768 16 3 48 5 200 40 0.0005 64 95.67705535888672 87.21512603759766 2034.8628208637238
1769 12 3 64 3 120 40 0.0001 64 83.14256286621094 81.55339813232422 1116.2145762443542
177 8 3 32 5 160 40 0.002 32 95.50843048095703 85.19161987304688 1152.3798637390137
1770 8 5 48 3 160 60 0.005 512 96.59683227539062 86.57128143310547 1531.200383424759
1771 8 3 80 3 200 40 0.002 256 98.29841613769531 87.41952514648438 1291.4004049301147
1772 16 5 32 5 200 20 0.0005 16 97.50638580322266 86.67347717285156 1695.0988068580627
1773 8 5 64 5 200 20 0.0002 64 90.81246948242188 85.84568786621094 1738.3876214027405
1774 12 5 32 5 160 40 0.0002 32 91.13438415527344 86.24424743652344 1166.0539600849152
1775 16 3 48 5 120 60 0.0002 256 82.97393798828125 81.2774658203125 1411.809549331665
1776 4 3 48 5 200 60 0.01 128 20.8380184173584 20.29637336730957 977.9750776290894
1777 4 5 80 3 120 40 0.0001 64 83.1323471069336 81.67603302001953 1175.8243136405945
1778 12 3 48 5 120 60 0.001 32 97.225341796875 86.14205169677734 1799.3086476325989
1779 8 3 64 5 160 20 0.0002 32 90.57740783691406 85.620849609375 1670.9486231803894
178 8 3 80 3 160 20 0.005 64 69.89269256591797 69.27951049804688 1303.605435371399
1780 8 3 80 3 120 40 0.01 512 84.1185531616211 81.093505859375 1323.3184509277344
1781 16 3 32 5 160 20 0.005 16 20.8380184173584 20.29637336730957 2348.627676010132
1782 8 3 32 3 120 60 0.0001 16 86.82166290283203 84.53755950927734 749.8240432739258
1783 16 3 48 5 120 60 0.0002 64 89.3868179321289 85.9478759765625 1861.050999879837
1784 8 5 32 3 160 40 0.0002 512 71.83444213867188 71.11905670166016 1392.2011361122131
1785 4 5 80 3 200 20 0.01 128 20.8380184173584 20.29637336730957 1241.2089941501617
1786 4 3 64 5 120 20 0.0002 128 80.27593231201172 78.48748016357422 1246.0656907558441
1787 8 3 80 3 120 60 0.002 64 97.23556518554688 84.89524841308594 1902.8641047477722
1788 16 3 64 5 200 60 0.005 512 85.84056854248047 83.11701202392578 1772.2366437911987
1789 12 3 32 3 200 20 0.002 512 91.55339813232422 86.15227508544922 1002.143027305603
179 16 3 48 5 200 40 0.0002 16 95.1405258178711 87.85897064208984 2165.5850450992584
1790 12 5 32 3 160 60 0.002 256 95.73326873779297 86.52017974853516 1055.2107779979706
1791 16 5 80 5 200 40 0.0001 256 78.10424041748047 76.91364288330078 2497.39364528656
1792 12 3 64 5 120 60 0.001 64 98.57434844970703 86.83699035644531 1179.5878956317902
1793 16 5 64 5 200 20 0.002 128 92.89218139648438 85.52886962890625 2521.8725447654724
1794 12 5 80 3 200 60 0.002 32 84.55799865722656 80.82779693603516 1882.4630057811737
1795 8 5 32 3 120 40 0.0001 64 82.5600357055664 80.95043182373047 1211.3728368282318
1796 4 5 64 3 200 60 0.002 256 97.21001434326172 86.69391632080078 1046.303659439087
1797 16 3 32 5 200 60 0.002 256 97.64435577392578 87.42974090576172 1530.748288154602
1798 8 5 64 3 160 20 0.005 256 93.00971221923828 83.77108001708984 1153.8992552757263
1799 4 5 64 5 120 60 0.0002 16 93.11701965332031 85.95809936523438 1026.6946501731873
18 12 3 64 3 200 60 0.0002 512 78.63055419921875 77.79253387451172 1459.8771169185638
180 8 3 64 5 120 60 0.0001 256 74.91057586669922 74.45069122314453 1363.1534605026245
1800 12 3 32 5 160 40 0.01 32 20.8380184173584 20.29637336730957 2916.4249081611633
1801 4 3 64 5 120 60 0.0005 512 83.51558685302734 81.73735046386719 1376.9939048290253
1802 12 5 32 3 160 20 0.001 512 87.10781860351562 83.49514770507812 1017.5881669521332
1803 4 5 48 5 200 60 0.0005 256 89.93868255615234 85.63106536865234 1195.8689346313477
1804 4 5 48 3 160 40 0.0005 256 87.28155517578125 84.01634979248047 966.8853023052216
1805 16 3 32 3 200 40 0.0005 512 84.1900863647461 82.31987762451172 1832.7059586048126
1806 8 3 48 3 200 20 0.01 128 60.245277404785156 60.1430778503418 1162.504254579544
1807 4 5 48 3 120 20 0.0002 512 65.27848815917969 64.35359954833984 869.1227087974548
1808 4 5 32 5 120 40 0.001 64 96.65303802490234 86.55084228515625 814.3718047142029
1809 4 3 64 3 120 20 0.01 128 56.760345458984375 55.7996940612793 1020.130823135376
181 16 5 64 5 200 60 0.0005 128 94.85948181152344 87.39907836914062 2308.6860167980194
1810 4 3 48 5 200 40 0.001 128 94.78282928466797 86.95963287353516 1077.669617652893
1811 12 5 64 5 160 40 0.01 512 20.8380184173584 20.29637336730957 1971.8394718170166
1812 16 3 64 5 120 20 0.01 128 20.8380184173584 20.29637336730957 2117.2308440208435
1813 12 3 48 5 160 20 0.0005 512 81.40521240234375 79.45835876464844 1735.3163948059082
1814 4 5 32 5 160 60 0.002 16 87.74655151367188 81.7577896118164 1191.007555961609
1815 8 5 80 5 200 60 0.0001 128 83.77618408203125 81.80889129638672 1031.0166306495667
1816 16 5 80 5 120 20 0.002 16 20.8380184173584 20.29637336730957 2671.6030349731445
1817 8 3 32 5 200 40 0.005 512 94.60909271240234 85.80480194091797 1090.5244643688202
1818 12 5 64 3 120 40 0.0001 32 87.58303833007812 84.30250549316406 1867.3096992969513
1819 8 3 80 3 200 40 0.001 32 98.91670989990234 87.07205200195312 2308.137780189514
182 8 3 64 5 200 40 0.01 128 20.8380184173584 20.29637336730957 1472.4518458843231
1820 4 3 80 5 200 40 0.002 64 98.03781127929688 85.35513305664062 1335.8661906719208
1821 16 5 80 3 200 40 0.0002 32 95.08942413330078 87.41952514648438 1897.0495817661285
1822 4 3 48 5 200 40 0.001 64 98.03269958496094 86.8676528930664 662.7427797317505
1823 12 3 80 3 120 60 0.0005 16 97.884521484375 86.12161254882812 1875.1834597587585
1824 4 5 64 5 160 20 0.01 512 20.8380184173584 20.29637336730957 1215.8914518356323
1825 12 3 32 5 200 20 0.0002 256 76.05007934570312 74.97189331054688 763.5112638473511
1826 8 5 64 3 200 40 0.0002 128 87.16402435302734 84.38426208496094 1191.9824814796448
1827 16 5 80 3 160 40 0.0002 16 96.78079223632812 87.72611236572266 2344.1497383117676
1828 8 3 32 5 120 40 0.01 256 72.23812103271484 71.07817840576172 1112.9011905193329
1829 12 3 80 5 120 20 0.002 256 95.86611938476562 85.68216705322266 4962.073513031006
183 12 5 80 5 200 20 0.001 16 90.73070526123047 84.30250549316406 2858.813688516617
1830 8 5 80 3 160 60 0.005 16 20.8380184173584 20.29637336730957 2151.7485523223877
1831 16 5 32 3 160 60 0.0002 512 75.76903533935547 74.8594741821289 1302.3745818138123
1832 12 5 48 3 160 60 0.0001 64 85.3346939086914 83.15789794921875 1271.4763691425323
1833 12 3 64 3 200 60 0.001 32 98.17578125 86.24424743652344 1299.1138107776642
1834 4 5 32 3 160 40 0.002 64 97.21001434326172 85.52886962890625 699.7082841396332
1835 16 5 80 3 120 40 0.0002 32 93.8017349243164 86.85742950439453 1821.1276199817657
1836 4 3 64 5 200 40 0.005 128 90.0357666015625 83.8323974609375 1329.970486164093
1837 12 3 32 3 120 60 0.002 128 97.21512603759766 87.15380096435547 969.5951218605042
1838 8 3 48 3 160 40 0.002 256 95.90188598632812 86.93919372558594 991.528254032135
1839 8 5 64 3 160 60 0.0002 16 95.0434341430664 86.76545715332031 1554.5921127796173
184 4 5 64 3 200 20 0.0001 64 80.60807800292969 78.93714904785156 1223.3223388195038
1840 16 3 64 5 160 60 0.002 128 98.3495101928711 86.65304565429688 3679.422952890396
1841 8 5 64 3 160 40 0.001 256 94.70618438720703 86.85742950439453 1376.764663696289
1842 8 3 64 3 160 20 0.0005 512 80.98619842529297 79.07000732421875 1113.9769201278687
1843 4 3 32 5 160 40 0.0005 256 84.62442779541016 82.5242691040039 894.7325103282928
1844 16 5 48 5 200 40 0.0005 256 90.68472290039062 86.06029510498047 1846.7874233722687
1845 4 3 80 5 160 20 0.001 16 98.11446380615234 85.4675521850586 1987.554211616516
1846 4 5 80 3 120 40 0.005 16 53.91926193237305 53.203880310058594 1693.0041754245758
1847 8 5 80 3 200 20 0.0001 32 87.62390899658203 83.61778259277344 1558.6373348236084
1848 12 5 48 3 200 40 0.0002 128 87.28155517578125 84.28206634521484 1617.4122259616852
1849 8 5 80 3 200 20 0.0005 256 90.2861557006836 85.5901870727539 1231.630728006363
185 16 3 80 3 120 20 0.002 16 80.3934555053711 78.74297332763672 1815.8363959789276
1850 12 3 32 5 200 20 0.001 512 86.15737915039062 83.5462417602539 1553.0468039512634
1851 12 3 48 5 120 40 0.005 16 20.8380184173584 20.29637336730957 2012.2440247535706
1852 8 3 48 3 200 40 0.0001 512 62.71333694458008 62.585594177246094 827.2823884487152
1853 12 5 64 3 160 40 0.002 512 94.2616195678711 86.8983154296875 2208.575451850891
1854 4 5 64 5 200 60 0.01 128 57.087379455566406 56.24936294555664 942.9691998958588
1855 4 5 64 3 160 60 0.001 32 98.76341247558594 86.66326141357422 793.6898965835571
1856 16 5 64 3 120 40 0.005 32 55.13030242919922 54.787940979003906 1458.4134039878845
1857 8 5 32 5 200 60 0.005 64 71.33878326416016 70.79203033447266 1232.5776600837708
1858 12 5 48 5 160 40 0.005 512 91.64026641845703 85.60040283203125 2290.7221779823303
1859 16 3 64 5 200 40 0.002 128 97.47061920166016 86.1011734008789 2503.931782722473
186 4 3 80 5 200 60 0.0005 16 98.83495330810547 86.63260650634766 1805.2021288871765
1860 12 3 80 3 200 40 0.0002 512 76.73990631103516 75.64640045166016 1616.324725151062
1861 12 3 64 5 200 60 0.0005 512 86.39754486083984 84.10832977294922 2170.7182562351227
1862 4 3 80 5 120 40 0.0002 16 92.98416137695312 85.9785385131836 1723.3082084655762
1863 12 5 80 5 200 20 0.002 512 95.39090728759766 87.61369323730469 3673.948766231537
1864 16 3 32 5 120 60 0.005 128 82.20235443115234 79.52989196777344 1494.2313323020935
1865 4 3 32 5 120 20 0.002 16 92.01839447021484 83.87327575683594 1052.0255553722382
1866 4 5 64 5 120 20 0.01 128 20.8380184173584 20.29637336730957 1103.963309764862
1867 12 5 48 3 160 40 0.0005 16 98.31885528564453 86.8983154296875 1592.500993013382
1868 12 5 64 5 120 60 0.0005 128 93.82217407226562 86.68370056152344 1987.4376406669617
1869 12 3 64 5 160 60 0.005 64 20.8380184173584 20.29637336730957 2319.3260068893433
187 8 5 80 3 200 40 0.0001 16 90.79713439941406 85.88655853271484 1737.4341578483582
1870 4 5 32 3 200 60 0.002 16 89.489013671875 82.54471588134766 1291.4991493225098
1871 16 3 48 5 200 20 0.002 256 97.32754516601562 87.1231460571289 1965.0045702457428
1872 8 5 32 3 200 40 0.001 128 95.49820709228516 86.83699035644531 795.2998790740967
1873 8 5 64 3 120 20 0.0005 32 97.42462921142578 86.1318359375 1357.0554556846619
1874 12 5 80 3 120 60 0.0005 16 98.29330444335938 86.40776824951172 1848.1596868038177
1875 8 3 48 3 200 40 0.005 128 93.05569458007812 84.1185531616211 999.3896279335022
1876 16 5 32 3 120 40 0.005 64 73.91415405273438 72.8155288696289 845.0366988182068
1877 4 3 64 3 160 40 0.0001 128 77.30199432373047 75.97342681884766 1164.293387889862
1878 16 5 48 5 160 40 0.01 32 20.8380184173584 20.29637336730957 2083.277239561081
1879 16 5 80 3 200 60 0.01 512 20.8380184173584 20.29637336730957 2194.7020473480225
188 4 3 80 3 160 40 0.005 16 20.8380184173584 20.29637336730957 1523.8005442619324
1880 16 5 64 5 160 20 0.0001 256 68.76341247558594 68.1451187133789 2362.824069261551
1881 12 3 64 3 200 40 0.002 16 81.73735046386719 79.68318939208984 1813.1582844257355
1882 16 3 48 5 120 60 0.0005 256 89.1670913696289 85.95809936523438 1881.5574531555176
1883 12 3 32 5 160 60 0.0001 128 79.73429107666016 78.97802734375 967.9381685256958
1884 16 3 80 3 120 40 0.002 64 97.26622009277344 85.67195129394531 1249.841822385788
1885 16 3 32 3 160 60 0.002 128 98.79917907714844 87.73633575439453 926.6350643634796
